7.3614e+05,-64.251,-33.472,27.464,6.142,19.93,51.28
7.3614e+05,-60.245,-31.418,27.525,4.351,19.93,51.28
7.3614e+05,-51.29,-29.648,27.605,3.792,20.02,51.21
7.3614e+05,-52.727,-29.292,27.724,5.067,20.02,51.21
7.3614e+05,-60.962,-28.478,27.897,7.336,20.2,50.96
7.3614e+05,-51.23,-26.821,28.032,5.665,20.2,50.96
7.3614e+05,-58.718,-28.051,28.132,5.411,20.4,50.5
7.3614e+05,-62.113,-26.963,28.196,5.913,20.4,50.5
7.3614e+05,-64.461,-25.168,28.245,6.203,20.55,49.95
7.3614e+05,-44.68,-25.006,28.261,5.234,20.55,49.95
7.3614e+05,-58.246,-24.603,28.337,6.009,20.7,49.29
7.3614e+05,-49.754,-23.818,28.402,4.901,20.7,49.29
7.3614e+05,-53.861,-22.984,28.404,4.249,20.77,48.48
7.3614e+05,-52.169,-23.161,28.353,5.78,20.77,48.48
7.3614e+05,-45.511,-21.661,28.294,3.792,20.73,47.92
7.3614e+05,-57.259,-20.96,28.303,5.685,20.73,47.92
7.3614e+05,-48.696,-21.97,28.313,5.305,20.65,47.7
7.3614e+05,-47.011,-20.539,28.268,3.466,20.65,47.7
7.3614e+05,-41.695,-19.288,28.218,3.947,20.61,47.52
7.3614e+05,-40.033,-19.535,28.184,4.205,20.61,47.52
7.3614e+05,-42.57,-18.397,28.207,3.666,20.61,47.31
7.3614e+05,-33.764,-18.395,28.223,4.258,20.61,47.31
7.3614e+05,-38.027,-17.636,28.269,5.183,20.68,47.38
7.3614e+05,-33.338,-18.959,28.332,5.571,20.68,47.38
7.3614e+05,-28.481,-16.76,28.393,4.612,20.77,47.14
7.3614e+05,-39.524,-17.189,28.486,5.746,20.77,47.14
7.3614e+05,-31.98,-16.794,28.59,7.043,20.86,46.86
7.3614e+05,-34.68,-16.82,28.668,6.311,20.86,46.86
7.3614e+05,-35.869,-17.334,28.718,7.261,20.95,46.67
7.3614e+05,-53.059,-16.755,28.754,5.102,20.95,46.67
7.3614e+05,-34.611,-17.767,28.826,3.547,21.01,46.5
7.3614e+05,-30.439,-16.685,28.858,2.865,21.01,46.5
7.3614e+05,-47.894,-15.709,28.93,3.653,20.99,46.47
7.3614e+05,-38.772,-15.06,29.034,3.767,20.99,46.47
7.3614e+05,-40.916,-14.274,29.122,3.665,21.02,46.55
7.3614e+05,-28.681,-15.879,29.229,5.051,21.02,46.55
7.3614e+05,-42.239,-14.621,29.314,4.424,21.12,46.21
7.3614e+05,-47.446,-15.398,29.358,4.733,21.12,46.21
7.3614e+05,-42.592,-15.598,29.383,5.283,21.17,45.76
7.3614e+05,-26.983,-15.399,29.397,6.361,21.17,45.76
7.3614e+05,-37.274,-14.696,29.449,10.24,21.2,45.59
7.3614e+05,-32.019,-14.684,29.562,6.659,21.2,45.59
7.3614e+05,-51.761,-16.201,29.597,6.096,21.3,45.35
7.3614e+05,-33.308,-14.895,29.56,3.775,21.3,45.35
7.3614e+05,-21.949,-15.527,29.512,3.289,21.35,44.89
7.3614e+05,-30.79,-14.059,29.574,6.834,21.35,44.89
7.3614e+05,-29.429,-13.895,29.684,6.054,21.34,44.96
7.3614e+05,-38.345,-14.304,29.785,7.111,21.34,44.96
7.3614e+05,-40.617,-14.157,29.847,7.062,21.42,44.99
7.3614e+05,-40.505,-15.521,29.868,6.874,21.42,44.99
7.3614e+05,-40.671,-13.716,29.872,4.806,21.58,44.51
7.3614e+05,-26.389,-14.098,29.871,5.357,21.58,44.51
7.3614e+05,-42.502,-15.254,29.911,7.572,21.61,44.11
7.3614e+05,-36.729,-14.038,29.886,6.745,21.61,44.11
7.3614e+05,-33.513,-14.134,29.853,5.942,21.6,43.96
7.3614e+05,-42.708,-13.45,29.834,6.197,21.6,43.96
7.3614e+05,-35.643,-14.027,29.774,6.723,21.59,43.67
7.3614e+05,-29.72,-13.908,29.653,4.752,21.59,43.67
7.3614e+05,-28.873,-14.174,29.587,4.935,21.5,43.53
7.3614e+05,-31.121,-13.395,29.546,4.611,21.5,43.53
7.3614e+05,-35.99,-12.497,29.563,5.202,21.33,43.74
7.3614e+05,-23.051,-12.602,29.576,5.24,21.33,43.74
7.3614e+05,-28.18,-11.184,29.61,4.132,21.23,43.89
7.3614e+05,-26.062,-12.753,29.699,7.024,21.23,43.89
7.3614e+05,-32.143,-12.811,29.753,6.109,21.23,44.18
7.3614e+05,-30.776,-13.138,29.771,4.35,21.23,44.18
7.3614e+05,-34.385,-12.643,29.738,3.376,21.35,44.01
7.3614e+05,-39.374,-13.631,29.66,2.786,21.35,44.01
7.3614e+05,-31.896,-12.215,29.583,2.709,21.45,43.71
7.3614e+05,-28.528,-12.082,29.508,2.873,21.45,43.71
7.3614e+05,-28.366,-13.037,29.39,4.226,21.55,43.65
7.3614e+05,-24.95,-11.779,29.253,7.103,21.55,43.65
7.3614e+05,-20.883,-12.073,29.199,7.405,21.64,43.62
7.3614e+05,-19.887,-9.045,29.19,6.88,21.64,43.62
7.3614e+05,-19.083,-10.27,29.221,7.903,21.68,43.51
7.3614e+05,-11.862,-10.075,29.273,7.014,21.68,43.51
7.3614e+05,-17.627,-9.875,29.361,4.618,21.6,43.71
